,url,description,gpt3_description
2690,https://af.reuters.com/article/worldNews/idAFKCN1VS0LU,"The Democratic-led U.S. House of Representatives Judiciary Committee, criticized for an unorthodox impeachment probe of President Donald Trump, is poised to vote next week on a resolution to formalise the investigation, a person familiar with the matter said …","The Democratic-led House of Representatives on Thursday approved a resolution calling for public hearings on the impeachment of President Donald Trump, a step that could lead to formal charges against him. The vote was 232-196, with all Democrats in favor and all but two Republicans opposed."
2691,https://abcnews.go.com/Travel/wireStory/german-climbers-die-hiking-austrian-alps-65449184,"Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.",Get breaking news and updates on the German climbers who died while hiking in the Austrian Alps.
2692,https://www.aljazeera.com/news/2019/09/jobs-market-slowing-cry-recession-190907143638454.html,Hiring slowdown suggests cracks are forming in the economy as trade war with China chips away at business confidence.,"Hiring slowdown could be a sign of an impending recession, economists say. The jobs market has been slowing down since February."
2693,https://www.wsj.com/articles/iran-accelerates-nuclear-research-threatens-to-expand-uranium-enrichment-11567853259?mod=hp_lead_pos1,Move comes after Europe failed to meet a deadline  to offset the impact of U.S. sanctions,"Move comes as tensions between Iran and the U.S. have ratcheted up in recent months, with the Trump administration imposing new sanctions on Tehran and sending more military assets to the region."
2694,https://www.cnn.com/videos/world/2019/09/07/cruise-ship-bahamas-hurricane-dorian-evacuees-arrives-flores-sot-nr-vpx.cnn,"Nearly 1,500 people have arrived safely in Florida after being evacuated by cruise ship from the Bahamas. CNN's Rosa Flores spoke with some of the Hurricane Dorian survivors after they disembarked.","Nearly 1,500 people evacuated from the Bahamas by cruise ship arrived in Florida on Saturday, bringing the total number of evacuees to about 3,000. The ship, which left the Bahamas on Friday, was originally scheduled to arrive in Florida on Sunday."
2695,http://www.aljazeera.com/news/2019/09/iran-activates-advanced-centrifuges-latest-nuclear-move-190907054456905.html,Tehran says this will boost stockpile of enriched uranium but adds it will allow IAEA to monitor its nuclear programme.,"Tehran says it has started using more advanced centrifuges to enrich uranium, in its latest move away from the 2015 nuclear deal. The move is likely to increase tensions with the US."
2696,https://www.businessinsider.com/latin-america-is-the-worlds-most-violent-region-crime-2019-9,"Outside of active war zones, Latin America is the world's most violent region, despite some variations among countries there. No single thing explains why there's so much bloodshed, but there are several factors common throughout the region. Visit Business In…","Outside of Africa, Latin America is the world's most violent region. In 2017, the region saw nearly 28,000 murders, or about 81 murders per 100,000 people."
2697,https://www.nytimes.com/2019/09/07/travel/bear-lady-lake-tahoe.html,"Lake Tahoe is home to some 300 bears in the summer, and cabins, campgrounds and cars often experience nightly Goldilocks-style break-ins. Time to call the Bear Lady.",The article is about a woman who lives in Lake Tahoe and has a lot of bears visit her property. The bears are attracted to the food that the woman leaves out for them.
2698,https://www.bbc.co.uk/news/uk-england-london-49619607,Perry Jordan Brammer was attacked on the Broadwater Farm estate in Tottenham on 30 August.,"Perry Jordan, a British man, was recently arrested for attempting to smuggle cocaine into the UK by hiding it in his shoes. He was caught at the airport after a suspicious customs officer searched his luggage."
2699,https://www.nytimes.com/2019/09/07/world/asia/china-hong-kong-xi-jinping.html,Beijing’s halting response to the protests in Hong Kong has raised questions about President Xi Jinping’s imperious style and authoritarian policies.,Beijing’s halting response to the protests in Hong Kong has been shaped by President Xi Jinping’s view that any concession to the demonstrators would embolden separatist movements elsewhere in China. Mr. Xi has been loath to give ground.
2700,https://uk.reuters.com/article/uk-zimbabwe-mugabe-idUKKCN1VS0AI,"Zimbabweans on Saturday mourned the death of their founding father Robert Mugabe, but there was confusion over when his body would be returned from abroad for burial, two years after he was toppled in a coup.","Zimbabweans on Saturday celebrated the end of an era with the resignation of Robert Mugabe, the world’s oldest head of state, after 37 years in power. Mugabe, 93, bowed to pressure from the army, his ruling ZANU-PF party, and the people of Zimbabwe who"
2701,https://www.cbsnews.com/news/typhoon-lingling-knocks-out-power-for-thousands-in-south-korea-2019-09-07/,It is expected to affect a broader part of the country as it passes off South Korea's west coast before making landfall in North Korea in the evening,"It is a tropical cyclone that hit South Korea on September 7th, 2019. It caused damage to buildings and infrastructure, and left thousands without power."
2702,https://www.irishtimes.com/news/crime-and-law/revenue-seizes-118-000-cigarettes-after-boarding-vessel-1.4011290,Search of Italian ship off Dublin comes after surveillance operation,"Search of vessel finds 118,000 cigarettes which were seized by Revenue. The cigarettes were found during a routine boarding of the vessel."
2703,https://ca.reuters.com/article/sportsNews/idCAKCN1VS0JG-OCASP,American driver Juan Manuel Correa was placed in a medically induced coma in a setback in his recovery from a fatal Formula Two crash last week in Belgium.,"American driver Ryan Preece won his first NASCAR Cup Series race on Sunday, holding off Kyle Busch at Bristol Motor Speedway.

Preece, 28, became the sixth first-time winner in the Cup Series this season."
2704,https://abcnews.go.com/US/2019-hot-car-deaths-surpass-national-average-automakers/story?id=65451638,"The U.S. has already 40 hot car deaths in 2019, surpassing the yearly average. Automakers are voluntary committing to back-seat alert systems.","The U.S. is seeing more hot car deaths than ever before, with 2019 surpassing the national average. Automakers are being urged to do more to prevent these tragedies."
2705,https://www.aljazeera.com/news/2019/09/african-union-lifts-suspension-sudan-190907053151400.html,AU says three-month freeze lifted after Khartoum installed a civilian government and named a new cabinet.,"AU says that the African Union has lifted the suspension of Sudan, which was put in place after the military ousted President Omar al-Bashir in April. The move comes after Sudan's new civilian government signed a power-sharing deal with the country's main opposition coalition."
2706,https://www.cnn.com/2019/09/07/world/jet-ski-rescues-bahamas-trnd/index.html,"Waters rose, beating against the house as a family of three hunkered on the second floor. Hour by hour, they checked the staircase to see how many steps had been lost to the water.","Waters rose, and so did the people of the Bahamas. In the aftermath of Hurricane Dorian, locals and tourists alike have been using jet skis to rescue those stranded."
2707,https://www.irishtimes.com/culture/stage/journalism-and-blindness-this-week-s-theatre-highlights-1.4008980,Two stand out productions from last year’s Dublin Fringe Festival go on tour,"Two stand-out shows this week explore the theme of journalism and blindness. In ‘The News at Ten’, a new play by Fiona Doyle, a young woman is trying to make her way in the competitive world of television news. In ‘The Blindness of the Heart’, a"
